38.625697	0.357379	0.210751
45.690889	0.436617	0.245060
52.756080	0.488887	0.274187
59.821272	0.529054	0.296309
66.886463	0.561375	0.314284
73.951655	0.587966	0.329035
81.016846	0.610892	0.341738
88.082038	0.630780	0.352801
95.147230	0.648064	0.362429
102.212421	0.663276	0.370909
109.277613	0.676886	0.378452
116.342804	0.689054	0.385196
123.407996	0.700005	0.391251
130.473187	0.709854	0.396699
137.538379	0.718713	0.401605
144.603571	0.726722	0.406033
151.668762	0.733996	0.410030
158.733954	0.740601	0.413662
165.799145	0.746609	0.416968
172.864337	0.752082	0.419967
179.929528	0.757071	0.422694
186.994720	0.761632	0.425189
194.059912	0.765814	0.427470
201.125103	0.769585	0.429548
208.190295	0.773075	0.431432
215.255486	0.776264	0.433156
222.320678	0.779181	0.434741
229.385869	0.781864	0.436204
236.451061	0.784342	0.437552
243.516253	0.786631	0.438775
250.581444	0.788694	0.439888
257.646636	0.790598	0.440915
264.711827	0.792359	0.441862
271.777019	0.793990	0.442739
278.842210	0.795498	0.443551
285.907402	0.796859	0.444280
292.972594	0.798131	0.444959
300.037785	0.799301	0.445587
307.102977	0.800374	0.446171
