41.871006	190.236827
46.265280	194.263121
50.995023	198.792082
55.896601	203.493667
60.951944	208.242676
66.123949	212.949307
71.466396	217.599442
76.915813	222.113707
82.530351	226.541742
88.307969	230.815719
94.209782	234.933879
100.315492	238.930923
106.537054	242.725262
112.936344	246.404226
119.482196	249.904261
126.166260	253.256409
133.036136	256.468701
140.062078	259.492458
147.243454	262.358420
154.553577	265.066362
162.019143	267.643446
169.615108	270.062738
177.369384	272.349680
185.259013	274.476096
193.238201	276.465111
201.385222	278.362507
209.628377	280.091420
217.974138	281.721471
226.451377	283.247825
235.015262	284.641236
243.646363	285.946911
252.387438	287.184270
261.206428	288.310564
270.096530	289.358020
279.063985	290.333486
288.095147	291.230899
297.089313	292.063649
307.043461	292.934883
