500		293.713	293.693	292.721	291.771	290.757	289.679	288.530	287.298	285.973	284.585	283.077	281.491	279.785	277.962	276.025	273.967	271.791	269.480	267.013	264.441	261.711	258.838	255.828	251.683	248.391	244.947	241.392	237.692	233.861	229.916	224.871	220.737	216.533	212.290	207.060	202.937	198.049	193.696
 0.0	-61.713	-61.783	-62.981	-64.109	-65.281	-66.481	-67.704	-68.950	-70.217	-71.504	-72.804	-74.103	-75.364	-76.558	-77.634	-78.596	-79.470	-80.266	-80.971	-81.561	-82.032	-82.419	-82.738	-43.562	-53.375	-62.547	-69.299	-74.241	-77.499	-79.657	-46.196	-62.054	-72.075	-77.467	-60.757	-74.074	-65.984	-64.641
 1.0	22.968	22.964	22.882	22.804	22.714	22.594	22.430	22.188	21.821	21.273	20.468	19.307	17.680	15.531	12.960	10.306	 8.019	 6.010	 3.318	-1.897	-11.686	-24.298	-34.686	13.858	12.980	10.774	 5.194	-0.773	-8.993	-29.240	 5.345	-1.425	-11.332	-37.404	-9.320	-35.905	-22.581	-28.076
 2.0	23.476	23.475	23.372	23.269	23.158	23.039	22.911	22.772	22.620	22.452	22.264	22.048	21.789	21.476	21.099	20.663	20.181	19.677	19.178	18.640	17.878	16.704	15.181	16.911	16.058	14.947	13.500	12.015	10.188	 7.392	 9.222	 6.564	 3.570	 0.137	-0.121	-4.607	-6.831	-10.335
 3.0	21.599	21.601	21.536	21.472	21.404	21.333	21.256	21.174	21.087	20.993	20.891	20.780	20.659	20.522	20.367	20.191	19.987	19.751	19.476	19.152	18.759	18.264	17.642	17.226	16.774	16.169	15.371	14.349	13.006	11.310	11.748	 9.740	 7.039	 3.670	 2.943	-1.776	-4.356	-8.319
 4.0	18.414	18.414	18.393	18.375	18.357	18.342	18.329	18.318	18.310	18.304	18.302	18.302	18.304	18.306	18.305	18.301	18.288	18.258	18.205	18.122	17.997	17.816	17.565	16.050	16.007	15.859	15.560	15.064	14.313	13.241	12.964	11.677	 9.715	 6.861	 6.011	 1.294	-1.679	-6.287
 5.0	15.720	15.720	15.687	15.656	15.626	15.597	15.571	15.548	15.529	15.514	15.505	15.502	15.507	15.520	15.543	15.576	15.621	15.676	15.742	15.816	15.894	15.969	16.027	14.041	14.158	14.263	14.330	14.317	14.155	13.746	12.768	12.278	11.210	 9.242	 8.291	 4.303	 1.267	-3.798
 6.0	14.148	14.147	14.093	14.041	13.989	13.936	13.884	13.833	13.784	13.737	13.694	13.655	13.621	13.595	13.577	13.570	13.574	13.592	13.625	13.674	13.742	13.827	13.929	12.374	12.474	12.593	12.722	12.845	12.933	12.936	11.819	11.744	11.383	10.428	 9.406	 6.708	 3.970	-1.066
 7.0	13.326	13.325	13.252	13.181	13.108	13.033	12.956	12.878	12.800	12.722	12.645	12.569	12.497	12.428	12.365	12.309	12.262	12.227	12.204	12.198	12.209	12.241	12.296	11.191	11.232	11.301	11.397	11.515	11.644	11.760	10.820	10.894	10.838	10.475	 9.558	 8.057	 5.909	 1.559
 8.0	12.990	12.989	12.900	12.813	12.722	12.628	12.531	12.430	12.328	12.223	12.116	12.009	11.902	11.796	11.692	11.592	11.497	11.410	11.333	11.268	11.218	11.186	11.177	10.420	10.392	10.393	10.426	10.492	10.587	10.704	 9.973	10.078	10.139	10.049	 9.314	 8.493	 6.896	 3.621
 9.0	12.969	12.967	12.865	12.766	12.661	12.551	12.437	12.319	12.196	12.070	11.940	11.806	11.671	11.533	11.395	11.258	11.122	10.990	10.864	10.747	10.640	10.548	10.473	 9.972	 9.878	 9.810	 9.773	 9.770	 9.804	 9.875	 9.323	 9.402	 9.486	 9.510	 8.943	 8.500	 7.307	 4.878
