41.862705	191.169924
46.109494	194.734202
50.813492	199.127353
55.717674	203.761961
60.781730	208.468784
65.977164	213.146139
71.328964	217.761655
76.793800	222.260046
82.409434	226.668289
88.208349	230.939228
94.110737	235.033888
100.196203	239.029627
106.422744	242.843870
112.816480	246.517502
119.356624	250.022878
126.072908	253.380891
132.924532	256.560429
139.957036	259.603046
147.094340	262.462001
154.410158	265.215067
161.881697	267.785650
169.482634	270.199292
177.241602	272.481435
185.110454	274.603115
193.118496	276.613040
201.243876	278.481984
209.490947	280.231803
217.840069	281.858310
226.295373	283.381459
234.862012	284.796860
243.496103	286.099779
252.252327	287.334164
261.061307	288.445305
269.978807	289.502690
278.936739	290.450840
287.933346	291.357532
296.955459	292.224933
306.885336	293.068254
