40.787287	0.418051	0.223937
47.793176	0.480882	0.268246
54.799065	0.535573	0.297885
61.804954	0.577276	0.321016
68.810842	0.610781	0.339392
75.816731	0.639063	0.354977
82.822620	0.663172	0.368332
89.828509	0.683773	0.379743
96.834397	0.701978	0.389771
103.840286	0.718063	0.398687
110.846175	0.732364	0.406609
117.852063	0.745143	0.413667
124.857952	0.756563	0.419993
131.863841	0.766835	0.425670
138.869730	0.776052	0.430774
145.875618	0.784402	0.435373
152.881507	0.791955	0.439528
159.887396	0.798735	0.443279
166.893285	0.804897	0.446683
173.899173	0.810493	0.449768
180.905062	0.815582	0.452568
187.910951	0.820216	0.455115
194.916839	0.824437	0.457432
201.922728	0.828287	0.459548
208.928617	0.831772	0.461458
215.934506	0.834919	0.463179
222.940394	0.837797	0.464752
229.946283	0.840427	0.466192
236.952172	0.842833	0.467511
243.958060	0.845037	0.468713
250.963949	0.847004	0.469791
257.969838	0.848796	0.470768
264.975727	0.850439	0.471662
271.981615	0.851934	0.472481
278.987504	0.853277	0.473232
285.993393	0.854508	0.473892
292.999282	0.855630	0.474498
300.005170	0.856647	0.475052
307.011059	0.857566	0.475567
