41.784553	190.174091
46.220510	194.200097
50.948387	198.727776
55.849725	203.458535
60.935339	208.226232
66.091340	212.914170
71.426208	217.589625
76.920132	222.118037
82.531833	226.505896
88.287132	230.787121
94.210727	234.930781
100.282602	238.908706
106.528365	242.739817
112.936129	246.395990
119.473998	249.889175
126.184743	253.251210
133.040982	256.437682
140.050893	259.476675
147.252020	262.359582
154.554715	265.048566
162.010886	267.634258
169.621087	270.063752
177.363340	272.336983
185.264793	274.476085
193.254037	276.453785
201.385717	278.342060
209.637205	280.086023
217.991001	281.708984
226.450671	283.226591
235.020610	284.638777
243.682239	285.938712
252.390829	287.145621
261.201928	288.304714
270.121195	289.360265
279.079817	290.306860
288.101808	291.213162
297.099191	292.055372
307.055194	292.923324
