38.514037	0.380230	0.224476
45.582729	0.466364	0.261694
52.651422	0.523046	0.293185
59.720114	0.566239	0.317031
66.788807	0.601148	0.336325
73.857499	0.629697	0.352198
80.926192	0.654268	0.365838
87.994884	0.675708	0.377752
95.063577	0.694252	0.388079
102.132269	0.710635	0.397189
109.200962	0.725204	0.405290
116.269654	0.738262	0.412525
123.338347	0.749997	0.419017
130.407040	0.760557	0.424874
137.475732	0.770086	0.430147
144.544425	0.778677	0.434907
151.613117	0.786472	0.439210
158.681810	0.793570	0.443117
165.750502	0.800023	0.446667
172.819195	0.805894	0.449891
179.887887	0.811246	0.452828
186.956580	0.816133	0.455512
194.025272	0.820624	0.457965
201.093965	0.824715	0.460207
208.162657	0.828415	0.462228
215.231350	0.831842	0.464084
222.300043	0.834973	0.465795
229.368735	0.837844	0.467367
236.437428	0.840501	0.468809
243.506120	0.842950	0.470134
250.574813	0.845163	0.471332
257.643505	0.847206	0.472439
264.712198	0.849097	0.473461
271.780890	0.850849	0.474406
278.849583	0.852465	0.475278
285.918275	0.853927	0.476068
292.986968	0.855288	0.476800
300.055660	0.856545	0.477473
307.124353	0.857706	0.478097
